home_type,address,city,zip,bedrooms,bathrooms,latitude,longitude,zillow_id,property_size,home_size,last_sold_price,last_sold_date,year_built,home_description,last_sold_year,last_sold_month,date_of_purchase,lot_coverage,tokens,lda_k5_0,lda_k5_1,lda_k5_2,lda_k5_3,lda_k5_4
Single Family Residential,606 Capuchino Dr,Millbrae,94030.0,2.0,1.0,37.607195,-122.410291,15500368,8250.0,1040.0,860000.0,2015-06-05,1945.0,NOT ON MLS! Contractor's Special! 2.5% commission to cooperating brokers!,2015,6,885,0.126060606061,"[u'mls', u'contractor', u'special', u'commission', u'cooperate', u'broker']",0.0400499353758,0.625581500649,0.254017861203,0.0401289855005,0.0402217172725
Single Family Residential,1130 Glenwood Dr,Millbrae,94030.0,4.0,3.0,37.6034835,-122.4190166,15499840,5278.0,2250.0,1720000.0,2016-03-07,1956.0,"Beautiful well maintained 4 bedrooms,3 bath home and completely remodeled. New roof on the second story, hardwood floor throughout the house, kitchen with granite counter top, bay window in the living room with fire place. Large family room, spacious walking closet and generous master bath with Jacuzzi. 2 master suites, laundry area inside of the house and double paned windows. 2 car s/s garage. Excellent school district (meadows Elem;Taylor Middle;Mills High). Open house 2/6 3:00 pm to 5:00 pm and 2/7 2:00 pm to 4:00 pm. MUST SEE!",2016,3,1161,0.426297840091,"[u'beautiful', u'maintain', u'bedroom', u'bathroom', u'completely', u'remodel', u'new', u'roof', u'second', u'story', u'hardwood', u'floor', u'kitchen', u'granite', u'counter', u'bay', u'window', u'live', u'room', u'place', u'large', u'family', u'room', u'spacious', u'walk', u'closet', u'generous', u'master', u'bathroom', u'jacuzzi', u'master', u'suit', u'laundry', u'area', u'inside', u'double', u'pan', u'window', u'car', u'stainless', u'steel', u'garage', u'excellent', u'school', u'district', u'meadow', u'elem', u'taylor', u'middle', u'mill', u'high', u'open']",0.0,0.0,0.595683082621,0.0,0.381258649186
Single Family Residential,1109 Oakwood Dr,Millbrae,94030.0,4.0,3.0,37.6043993,-122.417117,15499912,5105.0,2204.0,1770000.0,2016-03-11,1956.0,"THIS REMODELED  2 STORY4BR/3BA HOME FEATURES 2 MASTER SUITES WITH JACUZZIS, AN KITCHEN THAT OPENS INTO THE FAMILY ROOM, THERE IS HARDWOOD FLOORING THROUGHOUT, AND A WINE CELLAR AS WELL, DOUBLE PANED WINDOWS, PLENTY OF STORAGE SPACE, THIS IS HOUSE IS IMMACULATE!",2016,3,1165,0.215866797258,"[u'remodel', u'story', u'bedroom', u'bathroom', u'feature', u'master', u'suite', u'jacuzzis', u'kitchen', u'open', u'family', u'room', u'hardwood', u'floor', u'wine', u'cellar', u'double', u'pan', u'window', u'plenty', u'storage', u'space', u'immaculate']",0.552413345507,0.0209367526124,0.384770730216,0.0213988565344,0.0204803151301
Single Family Residential,756 Santa Margarita Ave,Millbrae,94030.0,4.0,4.0,37.607497,-122.413191,15500277,5619.0,2455.0,2038000.0,2016-03-22,1949.0,"Perched on a Wooded Hill with a Strategic Vantage Point, sits the Newest Jewel of the Millbrae neighborhood. From the moment you first enter this Professionally Designed Home, you know you are Someplace Special !Showcasing a Stunning, Impressive Design, this Total Renovation exemplifies the simplicity of Modern Design with the Warmth of Luxury. Add to that, the Sweeping Views to San Francisco Bay and beyond to The East Bay Hills, creates the Perfect Balance of Openness and Scale. With its High Ceilings and Tall Windows this Special Home was built to optimize the Natural Light while demanding emotional response to the High End Quality of Luxury. Open Floor Plan with a Multitude of Designer Finishes and Appointments,TOO NUMEROUS TO LIST ! Boasting a Striking Contemporary Aesthetic, Gorgeous Finishes  and Exceptional Quality, this Jewel is a Rare Opportunity to acquire a Newly Renovated HM in an Excellent Community.TOP RATED SCHOOLS! Convnt to SF,SFO,Bio-Tech, Silicon Valley! A MUST SEE!!",2016,3,1176,0.436910482292,"[u'perch', u'wooded', u'hill', u'strategic', u'vantage', u'point', u'sit', u'new', u'jewel', u'neighborhood', u'moment', u'enter', u'professionally', u'design', u'know', u'someplace', u'special', u'showcasing', u'stunning', u'impressive', u'design', u'total', u'renovation', u'exemplify', u'simplicity', u'modern', u'design', u'warmth', u'luxury', u'add', u'sweeping', u'view', u'francisco', u'bay', u'bay', u'create', u'perfect', u'balance', u'openness', u'scale', u'high', u'ceiling', u'tall', u'window', u'special', u'build', u'optimize', u'natural', u'light', u'demand', u'emotional', u'response', u'high', u'end', u'quality', u'luxury', u'open', u'floor', u'plan', u'multitude', u'designer', u'finish', u'appointment', u'numerous', u'list', u'boast', u'strike', u'contemporary', u'aesthetic', u'gorgeous', u'finish', u'exceptional', u'quality', u'jewel', u'rare', u'opportunity', u'acquire', u'newly', u'renovate', u'hm', u'excellent', u'community', u'rat', u'school', u'convnt', u'francisco', u'sfo', u'bio', u'tech', u'silicon', u'valley']",0.0,0.331797382711,0.0,0.659700308297,0.0
Single Family Residential,616 Guadalupe Ave,Millbrae,94030.0,3.0,1.5,37.60978,-122.41131,15500188,5662.0,1290.0,1205000.0,2016-03-23,1946.0,"New light and bright listing in Millbrae! This 3-bedroom, 1.5 bathroom Lomita Hills Home was originally built in 1946 and has had several recent cosmetic upgrades, including gleaming refinished Oak hardwood floors, new vinyl in kitchen and bathrooms, freshly painted inside and out, and upgrades to electrical main panel and all switch plates covers and outlets. Newer gas furnace and roof. This quiet close-in Millbrae location is walking distance to Capuchino High, close to town, major public transportation and Green Hills Country Club. This property is being sold by trustee to settle an estate and is not subject to court confirm or proceedings. Don't miss this wonderful starter home with tremendous potential.",2016,3,1177,0.22783468739,"[u'new', u'light', u'bright', u'bedroom', u'bathroom', u'lomita', u'originally', u'build', u'recent', u'cosmetic', u'upgrade', u'include', u'gleam', u'refinish', u'oak', u'hardwood', u'floor', u'new', u'vinyl', u'kitchen', u'bathroom', u'freshly', u'paint', u'inside', u'upgrade', u'electrical', u'main', u'panel', u'switch', u'plate', u'cover', u'outlet', u'new', u'ga', u'furnace', u'roof', u'quiet', u'close', u'location', u'walk', u'distance', u'capuchino', u'high', u'close', u'town', u'major', u'public', u'transportation', u'green', u'country', u'club', u'property', u'sell', u'trustee', u'settle', u'estate', u'subject', u'court', u'confirm', u'proceeding', u'miss', u'wonderful', u'starter', u'tremendous', u'potential']",0.0,0.361664950033,0.343443022613,0.0,0.286027176956
Single Family Residential,210 Vallejo Dr,Millbrae,94030.0,4.0,2.0,37.586207,-122.406485,15511011,7405.0,2010.0,1400000.0,2014-08-06,1964.0,Spacious and bright mills estate home (4/2) with partial bay views! All appliances included in the sale. Low maintenance rear yard and drought-resistant front yard. Excellent millbrae schools.,2014,8,582,0.271438217421,"[u'spacious', u'bright', u'mill', u'estate', u'partial', u'bay', u'view', u'appliance', u'include', u'sale', u'low', u'maintenance', u'rear', u'yard', u'drought', u'resistant', u'yard', u'excellent', u'school']",0.0156003970626,0.616201809827,0.336448421914,0.0158066676793,0.0159427035174
Single Family Residential,448 Bayview Ave,Millbrae,94030.0,3.0,2.5,37.612431,-122.412197,15500425,5035.0,1700.0,1396000.0,2015-01-30,1949.0,"Beautiful single story home completely renovated, down to the studs. Move in ready and feels like new. Exceptional open floor plan, great for entertaining, features rich, hardwood floors. Designer Gourmet Kitchen with top of the line stainless steel appliances and Quartz topped counters with an Breakfast area Family room combo. Living room with fire place / Dining room opens onto a Private Deck and Fenced Backyard. 3 Bedrooms, 2 1/2 baths with a beautiful Master Suite on ground level. The light is fantastic with skylights and large windows! A spacious 2 car side-by-side Garage has laundry hookup plus tons of storage space. Enough space to park another 2 cars on the driveway.",2015,1,759,0.337636544191,"[u'beautiful', u'single', u'story', u'completely', u'renovate', u'stud', u'ready', u'feel', u'like', u'new', u'exceptional', u'open', u'floor', u'plan', u'great', u'entertaining', u'feature', u'rich', u'hardwood', u'floor', u'designer', u'gourmet', u'kitchen', u'line', u'stainless', u'steel', u'appliance', u'quartz', u'top', u'counter', u'breakfast', u'area', u'family', u'room', u'combo', u'live', u'room', u'place', u'dining', u'room', u'open', u'private', u'deck', u'fence', u'backyard', u'bedroom', u'bathroom', u'beautiful', u'master', u'suite', u'ground', u'level', u'light', u'fantastic', u'skylight', u'large', u'window', u'spacious', u'car', u'garage', u'laundry', u'hookup', u'plus', u'ton', u'storage', u'space', u'space', u'car', u'driveway']",0.876017602179,0.0,0.106296457778,0.0,0.0
Single Family Residential,1043 Pinehurst Ct,Millbrae,94030.0,3.0,2.0,37.600598,-122.419453,15501116,12196.0,1965.0,1638000.0,2015-04-13,1957.0,"Beautiful Meadows Home on a Court. Gorgeous Living Room and Dining Room combo. Eat-In kitchen that leads out to a large deck to enjoy your morning coffee. Wonderful Family Room downstairs with 4th bedroom and 3rd bathroom. Gorgeous yard off Family Room for entertaining. Close to Meadows school, Freeway, Swim club and much more. There is a Hillside annual assessment of $650.00.",2015,4,832,0.161118399475,"[u'beautiful', u'meadow', u'court', u'gorgeous', u'living', u'room', u'dining', u'room', u'combo', u'eat', u'kitchen', u'lead', u'large', u'deck', u'enjoy', u'morning', u'coffee', u'wonderful', u'family', u'room', u'downstairs', u'bedroom', u'bathroom', u'gorgeous', u'yard', u'family', u'room', u'entertain', u'close', u'meadow', u'school', u'freeway', u'swim', u'club', u'hillside', u'annual', u'assessment']",0.0102480623889,0.0101017075646,0.0102669266438,0.650110318821,0.319272984581
Single Family Residential,1115 Ridgewood Dr,Millbrae,94030.0,3.0,2.0,37.604576,-122.416341,15499947,5227.0,1660.0,1280000.0,2014-10-23,1956.0,"Majestic Millbrae Meadows Home Has It All- 4BD, 3BA, Master Suite With BA, 2 Bedrooms En Suite (individual bathrooms). Walk To Millbrae Meadows Elementary, Mills High School, Top Rated. Ideal commute Location to either San Francisco or South Bay. Easy access to HWY 280 or HWY 101. Superbly Detailed home with newly remodeled kitchen and bathrooms filled with warmth and charm. Excellent floor plan.
First Open House This Saturday and Sunday 2-4PM, 13th/14th",2014,10,660,0.317581786876,"[u'majestic', u'meadow', u'bedroom', u'bathroom', u'master', u'suite', u'bathroom', u'bedroom', u'en', u'suite', u'individual', u'bathroom', u'walk', u'meadow', u'elementary', u'mill', u'high', u'school', u'rat', u'ideal', u'commute', u'location', u'francisco', u'south', u'bay', u'easy', u'access', u'hwy', u'hwy', u'superbly', u'detailed', u'newly', u'remodel', u'kitchen', u'bathroom', u'fill', u'warmth', u'charm', u'excellent', u'floor', u'plan', u'open']",0.0,0.0,0.0,0.0922277656328,0.882067094079
Single Family Residential,1040 Helen Dr,Millbrae,94030.0,3.0,2.0,37.6019999,-122.417688,15501161,6362.0,1885.0,1180000.0,2014-06-24,1956.0,"Remodeled home w/Chef?s kitchen w/solid maple custom cabinets w/soft close feature, granite counter tops, stainless steel appliances, Thermador gas cooktop, wet bar, pantry w/pull out drawers and recessed lighting, liv rm w/fireplace, din rm, beautiful hardwood flrs, remodeled baths, some double pane windows, master suite, mirrored closet doors, permitted fam rm w/fireplace and bonus rm downstairs",2014,6,539,0.296290474693,"[u'remodel', u'chef', u'kitchen', u'solid', u'maple', u'custom', u'cabinet', u'soft', u'close', u'feature', u'granite', u'counter', u'top', u'stainless', u'steel', u'appliance', u'thermador', u'ga', u'cooktop', u'wet', u'bar', u'pantry', u'pull', u'drawer', u'recess', u'light', u'liv', u'room', u'fireplace', u'din', u'room', u'beautiful', u'hardwood', u'floor', u'remodel', u'bathroom', u'double', u'pane', u'window', u'master', u'suite', u'mirror', u'closet', u'door', u'permit', u'fam', u'room', u'fireplace', u'bonus', u'room', u'downstairs']",0.28373665688,0.0,0.697361401614,0.0,0.0
Single Family Residential,528 Santa Florita Ave,Millbrae,94030.0,3.0,1.0,37.6102149,-122.411566,15500178,5227.0,1260.0,1000000.0,2014-04-21,1948.0,Charming Millbrae Rancher!! Quality throughout. Crown molding. Plenty of recessed lighting in LR. Fireplace. Remodeled Baths. Hardwood Floors. Large but Cozy Deck. Ample Storage Spaces-front porch and in garage area. Separate Studio/Exsercise Room with Full Bath. Bow windows. Millbrae Schools. Welcome Home to this Clean and Neat Rancher!!,2014,4,475,0.241056055099,"[u'charming', u'rancher', u'quality', u'crown', u'mold', u'plenty', u'recess', u'lighting', u'live', u'room', u'fireplace', u'remodel', u'bathroom', u'hardwood', u'floor', u'large', u'cozy', u'deck', u'ample', u'storage', u'space', u'porch', u'garage', u'area', u'separate', u'studio', u'exsercise', u'room', u'bathroom', u'bow', u'windows', u'school', u'welcome', u'clean', u'neat', u'rancher']",0.0103057487807,0.0101688860968,0.487213212442,0.0102253714448,0.482086781236
Single Family Residential,4 Queen Anne Ct,Millbrae,94030.0,2.0,1.0,37.606907,-122.404402,15501505,4959.0,1110.0,1046000.0,2014-04-03,1952.0,"A wonderful place to call home! This charming Millbrae home, located on a quiet cul-de-sac, offers desirable all level living for ultimate ease and convenience. The flowing floor plan with formal living room and dining area with large picture window and door to outside patio make this home a champion for family living and entertaining. The backyard is a gardeners paradise with an automatic drip system and plenty of space to fulfill your gardening dreams. Green Hills Elementary School is right around the corner. Fantastic location - close to public transportation, schools and downtown shopping and dining.",2014,4,457,0.223835450696,"[u'wonderful', u'place', u'charming', u'locate', u'quiet', u'cul', u'sac', u'offer', u'desirable', u'level', u'live', u'ultimate', u'ease', u'convenience', u'flow', u'floor', u'plan', u'formal', u'living', u'room', u'din', u'area', u'large', u'picture', u'window', u'door', u'outside', u'patio', u'champion', u'family', u'live', u'entertaining', u'backyard', u'gardener', u'paradise', u'automatic', u'drip', u'plenty', u'space', u'fulfill', u'garden', u'dream', u'green', u'elementary', u'school', u'right', u'corner', u'fantastic', u'location', u'close', u'public', u'transportation', u'school', u'downtown', u'shopping', u'dining']",0.0,0.0,0.0945252841511,0.266944320629,0.62721603047
Single Family Residential,810 Brookside Ln,Millbrae,94030.0,3.0,2.0,37.606554,-122.418909,15499741,6577.0,1190.0,1190000.0,2015-04-21,1955.0,"This lovely ranch style home located in the Millbrae Meadows neighborhood features 3 bedrooms, 2 bathrooms, beautifully refinished hardwood and parquet floors, freshly painted inside and out, kitchen with adjacent breakfast nook, living room with fireplace and vaulted ceilings, dining area, formal entryway, master bedroom suite, nicely landscaped back yard with lawn and patio areas, attractive landscaped front yard, attached 2 car garage, respected Millbrae schools and more.",2015,4,840,0.180933556333,"[u'lovely', u'ranch', u'style', u'locate', u'meadow', u'neighborhood', u'feature', u'bedroom', u'bathroom', u'beautifully', u'refinished', u'hardwood', u'parquet', u'floor', u'freshly', u'paint', u'inside', u'kitchen', u'adjacent', u'breakfast', u'nook', u'live', u'room', u'fireplace', u'vault', u'ceiling', u'dining', u'area', u'formal', u'entryway', u'master', u'bedroom', u'suite', u'nicely', u'landscaped', u'yard', u'lawn', u'patio', u'area', u'attractive', u'landscaped', u'yard', u'attach', u'car', u'garage', u'respect', u'school']",0.0,0.0,0.966099224356,0.0,0.0
Single Family Residential,1343 Terrace Dr,Millbrae,94030.0,3.0,2.0,37.607107,-122.421392,15499654,11325.0,1680.0,1390000.0,2015-06-19,1961.0,"Gorgeous Millbrae Meadows Home with Breath Taking Views of the Bay. Open Floor Plan with Lots of Natural Light. It features 3 Bed, 2 Bath, Living Room with Wood Burning Fireplace, Formal Dining and Updated Kitchen. Beautiful Landscaped Huge Backyard w/ Lovely Koi Pond and Water Fountain for relaxation. Walking distance to Park, Swim Club, and quick access to Highways. Close to Top Rated Schools! This is A MUST SEE! Highest and best by Thursday 5/28 by Noon.",2015,6,899,0.148344370861,"[u'gorgeous', u'meadow', u'breath', u'take', u'view', u'bay', u'open', u'floor', u'plan', u'lot', u'natural', u'light', u'feature', u'bedroom', u'bathroom', u'live', u'room', u'wood', u'burn', u'fireplace', u'formal', u'dining', u'updated', u'kitchen', u'beautiful', u'landscaped', u'huge', u'backyard', u'lovely', u'koi', u'pond', u'water', u'fountain', u'relaxation', u'walk', u'distance', u'swim', u'club', u'quick', u'access', u'highway', u'close', u'rat', u'school', u'high', u'best']",0.0,0.0,0.0,0.71331152608,0.264751066004
Single Family Residential,801 Crestview Dr,Millbrae,94030.0,3.0,2.0,37.5936154,-122.415674,15502257,7021.0,1840.0,1260000.0,2014-01-31,1964.0,Spacious and bright 3bd/2ba home. Dual Fireplace in Livingroom/familyroom. Expansive yard great for entertaining. Eat in kitchen plus separate dining area. Sliding doors from the familyroom leads you to the outside patio. Enjoy indoor/outdoor California living.,2014,1,395,0.262070930067,"[u'spacious', u'bright', u'bedroom', u'bathroom', u'dual', u'fireplace', u'livingroom', u'familyroom', u'expansive', u'yard', u'great', u'entertaining', u'eat', u'kitchen', u'plus', u'separate', u'dining', u'area', u'slide', u'door', u'familyroom', u'lead', u'outside', u'patio', u'enjoy', u'indoor', u'outdoor', u'california', u'live']",0.0129378496853,0.0126691690457,0.121445258293,0.840176054612,0.0127716683638
Single Family Residential,1008 Sycamore Dr,Millbrae,94030.0,3.0,2.0,37.5975589,-122.418837,15501020,13225.0,1400.0,1469000.0,2015-09-11,1958.0,"Lovely ranch style home on cul-de-sac with beautiful views including the airport, good school district, close to hiking trails and easy access to I-280.
** By Appt Only Please.  ",2015,9,983,0.105860113422,"[u'lovely', u'ranch', u'style', u'cul', u'sac', u'beautiful', u'view', u'include', u'airport', u'good', u'school', u'district', u'close', u'hiking', u'trail', u'easy', u'access', u'appt']",0.0145557459463,0.0144810659608,0.0143781697676,0.01490710788,0.941677910445
Single Family Residential,206 Vallejo Dr,Millbrae,94030.0,4.0,2.0,37.586337,-122.406656,15511012,6795.0,2010.0,1800000.0,2015-09-25,1964.0,"SPECTACULAR VIEWS!!!  Spacious house located in desirable Mills Estate area with awesome bay views.  Large master bedroom, family room, living room and rear yard swimming pool overlooking the expensive views of the bay.  Easy access to HWY 280 101, and SFO.  Convenient location for commuting to SF Downtown & Silicon Valley.  Open house on 4/19/2015 and 4/26/2015 both days 1-4 pm.",2015,9,997,0.295805739514,"[u'spectacular', u'view', u'spacious', u'locate', u'desirable', u'mill', u'estate', u'area', u'awesome', u'bay', u'view', u'large', u'master', u'bedroom', u'family', u'room', u'live', u'room', u'rear', u'yard', u'swim', u'pool', u'overlook', u'expensive', u'view', u'bay', u'easy', u'access', u'hwy', u'franciscoo', u'convenient', u'location', u'commute', u'francisco', u'downtown', u'silicon', u'valley', u'open', u'day']",0.0,0.145914099355,0.0,0.247527213863,0.589749750741
Single Family Residential,319 Aviador Ave,Millbrae,94030.0,3.0,1.0,37.603321,-122.389599,15509779,5000.0,930.0,880000.0,2016-01-15,1944.0,Bright new kitchen and bathroom.  Great location to walk to downtown Millbrae and Bart.  Move right in.,2016,1,1109,0.186,"[u'bright', u'new', u'kitchen', u'bathroom', u'great', u'location', u'walk', u'downtown', u'bart', u'right']",0.0401655203729,0.0407585643306,0.0401857845513,0.0402475757483,0.838642554997
Single Family Residential,349 San Pablo Ave,Millbrae,94030.0,3.0,1.0,37.608766,-122.392283,15501788,6185.0,1140.0,940000.0,2016-01-29,1952.0,"Charming Rancher located on an oversized corner lot with possible boat/RV parking in highly sought after Millbrae neighborhood. Tastefully remodeled and updated throughout. Complete with Quartz countertops in kitchen and bath, hardwood floors, wood burning fireplace, dual pane windows, central forced air heating, upgraded electrical and so much more. Great Schools, easy access to public transit and SFO. Huge yard includes storage shed, powered hot tub pad and vegetable garden just waiting for your spring planting. No honey do list here, start packing.",2016,1,1123,0.184316895715,"[u'charm', u'rancher', u'locate', u'oversized', u'corner', u'lot', u'possible', u'boat', u'rv', u'parking', u'highly', u'seek', u'neighborhood', u'tastefully', u'remodel', u'updated', u'complete', u'quartz', u'countertop', u'kitchen', u'bathroom', u'hardwood', u'floor', u'wood', u'burn', u'fireplace', u'dual', u'pane', u'window', u'central', u'force', u'air', u'heating', u'upgrade', u'electrical', u'great', u'school', u'easy', u'access', u'public', u'transit', u'franciscoo', u'huge', u'yard', u'include', u'storage', u'shed', u'power', u'hot', u'tub', u'pad', u'vegetable', u'garden', u'wait', u'spring', u'plant', u'honey', u'list', u'start', u'pack']",0.0,0.0,0.607786589554,0.056045944034,0.32741564403
Single Family Residential,420 Palm Ave,Millbrae,94030.0,2.0,2.0,37.600301,-122.397775,15509340,5760.0,1820.0,1600000.0,2014-05-28,1931.0,"On a tree lines street in the premier Millbrae Highlands neighborhood rests this exceptional Spanish Mediterranean home. This tri-level floorplan of 2BDS,2BAS +2Bonus RMS has been updated while retaining its original features. Beautiful refinished hardwood floors, new carpets, newly painted designer colors interior & exterior. Lower level has the flexibility of guest and/or aupair quarters. The deep back yard is an enchanting park-like setting. Proximity to fine shopping & dining of downtown Millbrae, excellent Millbrae schools, parks, BART, SF International Airport plus easy access to HWYS 101 & 280",2014,5,512,0.105324074074,"[u'tree', u'line', u'street', u'premier', u'highland', u'neighborhood', u'rest', u'exceptional', u'spanish', u'mediterranean', u'tri', u'level', u'floorplan', u'bedroom', u'bathroom', u'bonus', u'room', u'update', u'retain', u'original', u'feature', u'beautiful', u'refinished', u'hardwood', u'floor', u'new', u'carpet', u'newly', u'paint', u'designer', u'color', u'interior', u'exterior', u'low', u'level', u'flexibility', u'guest', u'aupair', u'quarter', u'deep', u'yard', u'enchant', u'like', u'set', u'proximity', u'fine', u'shopping', u'dining', u'downtown', u'excellent', u'school', u'park', u'bart', u'francisco', u'international', u'airport', u'plus', u'easy', u'access', u'hwys']",0.0,0.272167197854,0.0,0.0,0.714697715283
Single Family Residential,877 Hacienda Way,Millbrae,94030.0,3.0,2.0,37.604951,-122.413245,15500314,4848.0,2550.0,1300000.0,2015-01-15,1966.0,"A truly enchanting 3BR/2BA golf course view two-story home near the award winning Millbrae schools. A parade of features, including hardwood flooring & a fireplace. Attractive atrium. Double-pane windows, and a master suite/bath. Both bathrooms have been updated. The partially finished walk-out level includes an arts & craft/entertainment room & an over-sized garage that can fit 4+ Cars. Must see!",2015,1,744,0.262995049505,"[u'truly', u'enchanting', u'bedroom', u'bathroom', u'golf', u'course', u'view', u'story', u'near', u'award', u'win', u'school', u'parade', u'feature', u'include', u'hardwood', u'flooring', u'fireplace', u'attractive', u'atrium', u'double', u'pane', u'window', u'master', u'suite', u'bathroom', u'bathroom', u'update', u'partially', u'finish', u'walk', u'level', u'include', u'art', u'craft', u'entertainment', u'room', u'size', u'garage', u'fit', u'car']",0.0,0.692812638825,0.279263187872,0.0,0.0
Single Family Residential,636 Bonita Ave,Millbrae,94030.0,4.0,3.0,37.608211,-122.411986,15500240,5208.0,1839.0,1229000.0,2014-06-12,1948.0,"Rebuilt to modern hm design in 2007 ish! 9 foot ceilings on both flrs! Lrg living area, beautiful kitch, granite counters, high-end cabinets, gas stove, lots of recess lighting throughout! Master bth flr heated. Hrdwd floors throughout hm!.2bd 2 bath upstairs-2bd 1bth dn. Over 100 ft landscaped frontage,+sideyrd off LV via French drs- +barbeque area off kitch! Quiet street, 2car, Millbrae Schls!",2014,6,527,0.353110599078,"[u'rebuild', u'modern', u'hm', u'design', u'ish', u'foot', u'ceiling', u'floor', u'large', u'live', u'area', u'beautiful', u'kitch', u'granite', u'counter', u'high', u'end', u'cabinet', u'ga', u'stove', u'lot', u'recess', u'light', u'master', u'bth', u'floor', u'heat', u'hrdwd', u'floor', u'hm', u'bedroom', u'bathroom', u'upstairs', u'bedroom', u'bth', u'dn', u'ft', u'landscaped', u'frontage', u'sideyrd', u'lv', u'french', u'drs', u'barbeque', u'area', u'kitch', u'quiet', u'street', u'car', u'schls']",0.667115650914,0.243212252756,0.0,0.0754918931291,0.0
Single Family Residential,1136 Helen Dr,Millbrae,94030.0,3.0,2.0,37.60318,-122.41944,15499802,5619.0,1520.0,1165000.0,2015-03-30,1956.0,"Wonderful Millbrae Meadows!Generous rooms w/ ""great bones"" & move-in condition!Courtyard entrance,great floor plan.New interior & exterior paint,dual pane windows,hardwood floors.Spacious formal living rm w/traditional brick fireplace.Updated eat-in kitchen w/breakfast bar, separate laundry room.Kitchen opens to large dining area,Family room adjacent to DR opens to the rear yard.Level yard w/rear lawn,raised beds,patio.Close to Junipero Serra County Park,Millbrae Meadows Swimming Club,Millbrae Meadows Park",2015,3,818,0.27051076704,"[u'wonderful', u'meadow', u'generous', u'room', u'great', u'bone', u'condition', u'courtyard', u'entrance', u'great', u'floor', u'plan', u'new', u'interior', u'exterior', u'paint', u'dual', u'pane', u'window', u'hardwood', u'floor', u'spacious', u'formal', u'living', u'room', u'traditional', u'brick', u'fireplace', u'update', u'eat', u'kitchen', u'breakfast', u'bar', u'separate', u'laundry', u'room', u'kitchen', u'open', u'large', u'dining', u'area', u'family', u'room', u'adjacent', u'dining', u'room', u'open', u'rear', u'yard', u'level', u'yard', u'rear', u'lawn', u'raise', u'bedroom', u'patio', u'close', u'junipero', u'serra', u'county', u'meadows', u'swim', u'club', u'meadow']",0.0,0.102206257211,0.490797358374,0.0,0.394090024533
Single Family Residential,1180 Oakwood Dr,Millbrae,94030.0,3.0,2.0,37.606294,-122.418501,15499965,6030.0,1770.0,1210000.0,2014-05-29,1956.0,"Single Level Meadows Home With Extra Large Family Room,Refinished Hdwd Floors,Quiet Street.Many Upgrades: Metal Roof, Two Usable Storage Attics,Fire Sprinklers,New Garage Doors, Built in Side Door From Garage To Access Yard,Gas Line For Built in Bbq in Kitchen. Meadows Elementary and Neighborhood Community Pool 3 Blocks Away.",2014,5,513,0.293532338308,"[u'single', u'level', u'meadow', u'extra', u'large', u'family', u'room', u'refinish', u'hardwood', u'floor', u'quiet', u'street', u'upgrade', u'metal', u'roof', u'usable', u'storage', u'attic', u'sprinkler', u'new', u'garage', u'door', u'build', u'door', u'garage', u'access', u'yard', u'ga', u'line', u'build', u'bbq', u'kitchen', u'meadows', u'elementary', u'neighborhood', u'community', u'pool', u'block', u'away']",0.0,0.0,0.48365482725,0.100564771229,0.401101124362
Single Family Residential,1294 Murchison Dr,Millbrae,94030.0,3.0,3.0,37.590133,-122.401914,15509963,9879.0,2060.0,1418000.0,2014-10-09,1963.0,"3BR/3BA LOCATED IN MILLS ESTATES.(1BA ADDED W/O PERMIT). SEPARATE FAMILY, DINING & LIVING ROOMS, EAT-IN KITCHEN, HARDWOOD FLOORING THROUGHOUT, 2 MASTER SUITES, PARTIAL BAY VIEWS, GREAT LOCATION MINUTES FROM ALL CONVENIENCES, GOOD SCHOOLS NEARBY.",2014,10,646,0.208523129871,"[u'bedroom', u'bathroom', u'locate', u'mill', u'estate', u'bathroom', u'add', u'wo', u'permit', u'separate', u'family', u'dining', u'live', u'room', u'eat', u'kitchen', u'hardwood', u'floor', u'master', u'suite', u'partial', u'bay', u'view', u'great', u'location', u'minute', u'convenience', u'good', u'school', u'nearby']",0.0156124739791,0.725873776087,0.0154994506365,0.0156272161243,0.227387083173
Single Family Residential,900 Palmito Dr,Millbrae,94030.0,3.0,2.0,37.611854,-122.40472,15500751,6098.0,2230.0,1160000.0,2015-12-16,1991.0,"Built 1991, the home is highlighted by large 3-BRs, 2 remodeled bathrooms, including a spa-inspired master bath w/soaking tub. Single level ranch home includes flowing floor plan w/ tall ceilings, large LR w/ fireplace, formal dining room, and comfortable family room to complete the appeal for large gatherings, formal entertaining, and everyday living. Small, low maintenance backyard. Home needs some TLC. Millbrae schools and downtown conveniences await. Welcome Home...",2015,12,1079,0.365693670056,"[u'build', u'highlight', u'large', u'bedroom', u'remodel', u'bathroom', u'include', u'spa', u'inspire', u'master', u'bathroom', u'soak', u'tub', u'single', u'level', u'ranch', u'include', u'flow', u'floor', u'plan', u'tall', u'ceiling', u'large', u'live', u'room', u'fireplace', u'formal', u'dining', u'room', u'comfortable', u'family', u'room', u'complete', u'appeal', u'large', u'gathering', u'formal', u'entertaining', u'everyday', u'live', u'small', u'low', u'maintenance', u'backyard', u'need', u'tlc', u'school', u'downtown', u'convenience', u'await', u'welcome']",0.0,0.117329165978,0.0,0.732444121972,0.134445035113
